-1.468899		 0.297431		 4.526235		 3.575209		 4.512656		-1.240419		-0.467334		 5.139795		 4.272103		 7.623274		-1.103833		-1.369253		 6.213542		 8.492692		-4.573228		 1.921988		 5.530192		 4.769452		-1.760286		-3.136611
 0.415821		 0.611175		 5.933027		 1.551276		 4.027436		-0.828839		 0.278441		 5.488303		 4.609266		 6.831857		-1.457068		-0.641128		 7.215699		 9.528090		-5.066050		 2.234884		 6.712789		 4.302121		-1.698278		-2.553305
-0.526551		 1.043198		 5.704901		 1.083296		 3.808309		 0.905393		-0.294036		 4.155931		 3.872165		 5.935476		-1.567440		-1.071289		 7.279217		 8.864238		-5.800355		 1.424209		 5.722237		 3.972883		-2.067478		-2.118921
-0.287816		 1.554423		 6.032944		 0.875255		 3.744272		 0.224122		 0.291080		 4.175061		 3.034500		 5.352653		-0.718343		-0.390788		 5.930885		 9.234915		-6.595689		 2.863676		 6.355193		 3.549657		-2.423487		-1.631904
 1.437645		 0.988313		 5.621468		 0.181517		 3.683761		 1.276850		 1.296319		 4.892132		 1.901427		 4.992530		 0.015735		-1.319934		 5.859498		 9.463500		-6.845715		 2.525692		 7.193139		 2.422859		-3.168738		-1.178967
 2.041318		 1.758218		 6.195105		-0.403473		 3.737898		 0.894199		 1.736054		 5.604818		 2.557072		 4.788883		 1.200865		-0.819345		 7.056664		 8.395112		-7.153187		 2.318767		 7.232539		 2.593970		-3.245350		-0.918422
 2.559696		 1.647101		 6.351688		-0.016975		 3.858543		 1.316968		 0.422047		 5.062951		 2.542937		 4.542377		 2.298865		 1.311009		 6.076320		 7.543725		-7.664813		 3.685108		 6.548615		 1.465701		-2.322928		-0.697646
 1.317643		 2.888813		 5.360472		-1.460981		 3.926986		 1.513624		 0.790089		 5.398169		 1.634116		 4.423748		 1.322174		 0.151578		 6.387564		 7.079512		-7.692222		 2.364143		 7.040144		-0.931507		-1.547200		-0.576696
 2.322632		 2.789846		 6.052129		-2.710339		 4.136329		 0.618772		 1.802469		 4.747500		 0.173918		 4.309013		 0.771422		 2.476904		 6.944816		 6.479009		-7.952612		 3.332716		 7.106218		-0.424750		-0.964341		-0.452221
 4.074080		 3.881597		 4.538612		-1.789003		 4.530975		-0.172345		 2.516489		 5.553078		 1.041724		 4.356606		 2.566146		 2.022669		 7.440306		 5.308139		-8.093317		 3.669010		 8.781413		-0.715587		-2.143743		-0.308400
 4.026844		 2.894605		 5.123512		-3.555965		 4.779001		-0.190553		 2.725907		 5.142290		 0.499466		 4.351101		 1.303147		 3.750114		 7.820013		 4.254991		-8.153225		 2.864176		 8.506047		-2.747852		-1.423618		-0.355858
 5.013456		 3.454189		 4.064232		-2.167320		 5.228550		-0.247325		 3.363525		 5.438897		-1.900175		 4.374380		 2.277336		 3.889932		 7.293684		 3.702962		-8.178570		 2.008532		 8.002045		-2.573604		-0.247014		-0.324673
 4.481541		 4.535821		 4.121928		-3.021066		 5.466603		-0.023401		 2.989406		 4.694919		-1.523645		 4.574666		 1.443453		 4.600407		 8.310843		 1.451450		-8.156027		 2.644190		 7.849574		-2.498780		 0.433522		-0.100409
 4.934124		 4.839086		 2.803100		-4.099674		 5.753581		 0.282638		 2.463324		 4.408739		-0.875163		 4.745810		 0.528977		 3.413145		 8.824319		-0.367241		-7.789917		 1.936332		 8.387037		-3.277311		 0.482301		 0.229658
 4.463122		 3.174111		 2.141321		-3.072649		 5.947621		 1.711078		 3.707571		 4.421128		-2.619458		 4.877891		 0.319759		 5.043295		 8.177087		-1.334457		-7.121039		 0.790933		 8.587387		-2.383749		 1.410974		 0.598491
 5.926371		 3.643451		 2.166696		-3.393486		 5.968364		 1.153141		 3.982071		 4.098385		-3.301882		 5.152695		 2.029214		 4.930268		 6.707665		-1.587602		-6.267269		 0.939983		 8.687164		-1.723206		 2.632527		 1.055160
 6.360235		 4.539750		 0.906207		-3.128230		 6.017729		 1.287017		 3.672461		 5.265073		-1.935744		 5.317287		 0.217885		 5.370234		 6.167613		-3.451831		-5.553135		-0.079649		 8.182657		-2.310567		 1.702394		 1.733295
 5.359386		 2.177260		 1.176238		-2.684719		 5.959265		 1.607197		 4.056240		 3.644743		-3.136779		 5.562609		 1.365684		 5.987603		 6.206918		-4.247282		-4.547425		-1.497009		 9.205958		-0.566813		 2.344344		 2.283915
 5.206888		 2.444253		-0.168850		-1.603005		 5.935893		 1.434240		 4.057557		 4.544891		-2.342841		 5.718413		 0.488673		 6.587685		 6.245351		-6.051284		-3.305320		-1.040374		 7.720100		-0.667393		 2.379698		 2.740764
 5.574931		 1.862859		-0.957783		-2.527903		 5.901334		 2.195013		 3.977224		 3.064910		-2.798994		 5.937400		 1.542474		 5.731521		 4.372281		-4.682663		-1.883216		 0.062391		 8.604250		 0.472455		 2.017842		 3.196917
 5.778954		 1.876370		-0.257838		-2.721101		 5.721461		 3.581768		 5.063918		 2.735349		-2.236113		 6.024797		 2.202570		 5.672688		 3.389345		-6.017353		-1.155483		-1.083880		 9.110139		 2.514019		 2.825382		 3.552929
 5.171664		-0.031216		-0.413550		-0.871902		 5.483260		 3.704938		 5.649284		 1.273148		-3.182908		 6.047476		 1.890289		 6.137070		 1.438015		-6.108513		-0.337525		 0.118447		 8.298103		 2.069319		 2.727333		 3.840860
 4.574366		-0.880104		-0.357366		-0.912692		 5.453429		 3.818241		 5.558453		 2.442140		-2.100037		 5.958099		 2.744138		 6.434917		 1.412224		-6.229824		-0.031324		 1.632969		 9.354072		 2.825371		 2.420733		 4.114140
 4.915382		-0.945841		 0.838653		-1.546351		 5.420311		 4.386389		 5.298164		 0.358921		-2.091298		 5.940015		 3.025279		 6.237951		-0.436879		-4.688229		 0.018026		 3.312252		 9.065105		 3.674665		 3.387424		 4.289315
 3.494185		-1.164112		 1.181072		-0.627782		 5.350312		 3.733157		 5.844145		 0.466110		-1.893899		 5.809436		 4.059343		 5.548725		-0.872160		-4.901119		-0.263307		 2.559990		 8.732955		 2.389556		 2.865234		 4.455910
 3.815210		-1.935490		 1.503229		-0.087409		 5.381578		 3.133473		 6.099702		-1.177314		-2.146333		 5.663511		 4.712985		 5.594017		-2.059716		-4.418463		-0.516236		 4.560971		 8.759970		 2.445358		 3.335449		 4.596541
 3.294752		-1.848646		 1.675656		-1.191246		 5.449354		 3.409397		 5.669963		-1.773025		-1.089394		 5.381949		 4.993592		 6.191908		-2.916034		-4.305538		-1.020234		 3.721666		 9.608013		 3.307166		 2.814439		 4.771260
 1.109521		-2.696257		 1.051833		 0.689694		 5.461574		 4.474942		 4.325106		-2.134116		-0.806654		 5.262481		 5.571717		 4.696084		-3.696444		-2.926196		-1.472746		 4.663259		 8.368433		 4.050647		 2.092050		 4.834612
 1.672954		-1.500825		 2.273667		-0.426259		 5.598706		 5.552552		 3.685878		-1.663037		-1.077162		 5.176926		 4.174389		 4.981618		-5.522824		-1.334920		-1.768771		 4.431653		 9.861739		 1.983077		 2.424840		 4.765304
 0.855170		-1.335812		 1.992024		 1.095902		 5.643404		 5.427027		 3.691879		-1.655776		-1.052297		 5.082752		 5.028636		 4.332893		-4.988293		-0.398634		-1.722036		 5.233668		10.274536		 3.418507		 2.830433		 4.822764
 0.925252		-1.472943		 1.548947		 1.915161		 5.815728		 4.543411		 3.983687		-2.839291		-1.297990		 4.976430		 4.823239		 3.191520		-5.368781		-0.861933		-1.473544		 5.305696		 9.197768		 2.496538		 2.927078		 4.734474
-1.078414		-0.380957		 2.983519		 1.978005		 6.027964		 5.346530		 3.857181		-2.973110		-0.511931		 4.800759		 5.161033		 2.590066		-5.459968		 0.616470		-1.367048		 5.203017		 9.448370		 2.475529		 3.455788		 4.702185
-1.779780		-1.367423		 1.407253		 2.563524		 6.210017		 6.492190		 2.585669		-2.570438		-0.053454		 4.779251		 4.662246		 2.584685		-5.596868		 0.216339		-0.897894		 4.321711		 9.623282		 2.434392		 2.084211		 4.486807
